created_at;edit_history_tweet_ids;id;text;score
2022-10-17T15:22:25.000Z;['1582029271799070721'];1582029271799070721;RT @VDemokratie: Die #Gruenen verschenken auf dem #bdk22 Pflanzen, die ihren Ursprung in #Brasilien haben. Diese sind schwer zu pflegen und…;-0.0772
2022-10-17T15:22:23.000Z;['1582029261304524801'];1582029261304524801;"RT @FPOE_Raaba: Diese #Asylkrise trägt auch zu 50 Prozent die Handschrift der #Grünen! 
#ÖVP
#Nehammer
#Kogler
#Migranten https://t.co/X5bh…";0.0
2022-10-17T15:22:12.000Z;['1582029216949841921'];1582029216949841921;"@CSchwenniger @florianklenk @ArminWolf @KernChri @GNiederm Ich Akzeptiere deine Meinung!  Wie schon zuvor geschrieben, in einer #SPÖ kannst du nur verdorben werden!😬

@SPOE_at

Silberstein-Affäre  2017 bis 2001
Dr. Heinrich Gross-Affäre NS-Täter 1945 - 2005*
Lucona-Affäre 1977 bis 1992
Kindesmissbrauch-Affäre der 60er 70er Jahre";Nan
2022-10-17T15:21:04.000Z;['1582028930395279360'];1582028930395279360;"RT @ashr61: SKANDAL: Warum wird uns verschwiegen! #CDU, #SPD, #FDP und #Grüne wollen Deutschland vernichten.
Anders ist es nicht zu erkläre…";-0.8452
2022-10-17T15:20:33.000Z;['1582028802649382918'];1582028802649382918;RT @AfDLindemann: #Grüne sind jetzt Kriegspartei. Gestern hat der Bundesparteitag der Grünen für Waffenlieferungen in fie #Ukraine gestimmt…;0.0
2022-10-17T15:19:59.000Z;['1582028660496007171'];1582028660496007171;"Früher: #Grüne liefern keine Waffen, weil sie Friedenspartei sind. Jetzt #Waffenlieferungen, weil Friedenspartei.
Widersprüchlicher geht es nicht mehr.";-0.3818
2022-10-17T15:19:49.000Z;['1582028614866178048'];1582028614866178048;RT @W_Munny001: @julia_jusa1 Ja klar, siehe #Ampel/#Grüne;0.3182
2022-10-17T15:18:21.000Z;['1582028245905461252'];1582028245905461252;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T15:16:44.000Z;['1582027841184878604'];1582027841184878604;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T15:16:34.000Z;['1582027799585751041'];1582027799585751041;@BlocknixBibi @buehel @volkspartei @diegruenen Das sagt nur noch Pameler. #SPÖ;0.0
2022-10-17T15:16:20.000Z;['1582027739137466371'];1582027739137466371;RT @freeyourmindnic: 🧨Verrat im EU-Parlament: Antrag auf dauerhafte Aufgabe von Nord Stream I und II beschlossen❗️#CDU, #SPD, #FDP und #Grü…;0.2732
2022-10-17T15:16:10.000Z;['1582027698779852802'];1582027698779852802;RT @PeterBorbe: Jeder glaubt, wenn die #Ampelkoalition zerbricht, dann kommt sicher Jamaika. Wenn der Grund aber ein totales Zerwürfnis zwi…;-0.1027
2022-10-17T15:15:45.000Z;['1582027592122580994'];1582027592122580994;"#getjolted #joltcoffee #jolt #coffeeshop #espresso #newbraunfelstx #universalcitytx #sanmarcostx #seguintx #sanantoniotx ⁠#usaf #randolphafb⁠ #specialtycoffee #utsa #jbsa 
#localcoffee #coffee #coffeelover #local #caffeine #militarycity #gruene #schertz  #boerne #cibolo https://t.co/X4mvejMqcB";Nan
2022-10-17T15:13:49.000Z;['1582027107970224128'];1582027107970224128;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T15:13:48.000Z;['1582027100835708928'];1582027100835708928;Mit dieser #Zelt Aktion lassen nun auch die #Grüne|n endgültig ALLE MASKEN FALLEN.;-0.3885
2022-10-17T15:13:37.000Z;['1582027054291111936'];1582027054291111936;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T15:13:35.000Z;['1582027047714533378'];1582027047714533378;RT @ZynikerTh: Da weiß man doch, um wen man künftig einen großen Bogen macht. #Grüne #Parteitag #Sponsoren https://t.co/k0SPx4Rf6G;0.5423
2022-10-17T15:13:16.000Z;['1582026968861904896'];1582026968861904896;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T15:12:35.000Z;['1582026795117084672'];1582026795117084672;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T15:11:20.000Z;['1582026481189892096'];1582026481189892096;jeder #Grüne muss einen Flüchtling bei sich zu Hause aufnehmen und versorgen. https://t.co/rM1ZVkR2Cq;-0.4767
2022-10-17T15:10:56.000Z;['1582026379679264768'];1582026379679264768;"RT @MieruchMario: #Gruene haben Doppelmoral durchgespielt und den Endgegner weggeschnupft, als hätte man das Level vergessen. 
#bdk22 https…";0.0
2022-10-17T15:10:29.000Z;['1582026268983250944'];1582026268983250944;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T15:09:43.000Z;['1582026074556616705'];1582026074556616705;RT @christian_kott: Wenn der #OERR mit der Propaganda-Zwangsumlage nicht 24/7 gratis-Wahlwerbung für #Gruene machen würde hätten die #Gruen…;0.0
2022-10-17T15:09:38.000Z;['1582026053417304070'];1582026053417304070;"RT @PhilMuhr: Nachtrag, 
In Sachen Nachhaltigkeit ist Österreich sogar Letzter!! 
#StopLyingToUs #oevp #spoe 
#pensionen";0.5837
2022-10-17T15:09:08.000Z;['1582025926442770433'];1582025926442770433;"RT @ashr61: SKANDAL: Warum wird uns verschwiegen! #CDU, #SPD, #FDP und #Grüne wollen Deutschland vernichten.
Anders ist es nicht zu erkläre…";-0.8452
2022-10-17T15:09:03.000Z;['1582025907489091584'];1582025907489091584;#Grüne dampften auf Parteitag mit aller Energie den grünen Kohl neu auf.Obwohl fast völlig losgelöst vom Irdischen,lobpreisen sie sich als staatstragend.Indem sie unseren Staat im Sarg zu Grabe tragen, stellen sie sich  tatsächlich den Realitäten.;0.4404
2022-10-17T15:08:48.000Z;['1582025844213837831'];1582025844213837831;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T15:08:20.000Z;['1582025724667473920'];1582025724667473920;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T15:07:52.000Z;['1582025608598818816'];1582025608598818816;"Österreich längst schon in Geiselhaft der Grünen...
Kanzlerdarsteller, Ex-Offizier Nehammer als Hanswurst von Kogler wie sich herausstellte.
Gratulation an ÖVP. 
#heute #oe24 #Kurier #Volkspartei #FPÖ 
https://t.co/QeTFoHR9wQ";0.5574
2022-10-17T15:07:46.000Z;['1582025582807687168'];1582025582807687168;"Nachtrag, 
In Sachen Nachhaltigkeit ist Österreich sogar Letzter!! 
#StopLyingToUs #oevp #spoe 
#pensionen https://t.co/YVSMldT41j";0.5837
2022-10-17T15:07:37.000Z;['1582025544639840257'];1582025544639840257;"RT @ashr61: SKANDAL: Warum wird uns verschwiegen! #CDU, #SPD, #FDP und #Grüne wollen Deutschland vernichten.
Anders ist es nicht zu erkläre…";-0.8452
2022-10-17T15:07:18.000Z;['1582025465929551873'];1582025465929551873;"Diese #Asylkrise trägt auch zu 50 Prozent die Handschrift der #Grünen! 
#ÖVP
#Nehammer
#Kogler
#Migranten https://t.co/X5bh5P57Og";0.0
2022-10-17T15:07:03.000Z;['1582025401798627329'];1582025401798627329;"Wenn der #OERR mit der Propaganda-Zwangsumlage nicht 24/7 gratis-Wahlwerbung für #Gruene machen würde hätten die #Gruenen bei jeder Wahl in Deutschland Probleme mit der 5%-Hürde.

Eigentlich ist das eine Form der illegalen Parteienfinanzierung.";-0.5574
2022-10-17T15:06:31.000Z;['1582025268171968513'];1582025268171968513;"@WarMonitor3 .@Bundeskanzler @spdde #SPD @ABaerbock @Die_Gruenen #Gruene @MAStrackZi @fdp #FDP when will Mantis be delivered to #Ukraine?
Drones can be hit from a distance of 3-5km and multiple systems can protect larger areas.

https://t.co/encmZr2zuZ

https://t.co/m7TezpppN3 https://t.co/13KG2sDwDf";Nan
2022-10-17T15:06:22.000Z;['1582025230024773632'];1582025230024773632;RT @svazek: Und die #SPÖ beschäftigt sich damit, ob ein Zwinkern eventuell als Koalitionseinladung interpretiert werden kann😂;0.0
2022-10-17T15:06:14.000Z;['1582025197443420160'];1582025197443420160;"@C_hase22 auf den neuen wahlscheinen kann man #gruene nicht ankreuzen

macht ja auch sinn diese gefährder von den wahlscheinen zu streichen";0.5047
2022-10-17T15:06:08.000Z;['1582025172235608066'];1582025172235608066;"RT @ashr61: SKANDAL: Warum wird uns verschwiegen! #CDU, #SPD, #FDP und #Grüne wollen Deutschland vernichten.
Anders ist es nicht zu erkläre…";-0.8452
2022-10-17T15:05:30.000Z;['1582025012957294592'];1582025012957294592;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T15:04:18.000Z;['1582024712406052871'];1582024712406052871;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T15:03:43.000Z;['1582024563239505920'];1582024563239505920;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T15:03:39.000Z;['1582024547054018560'];1582024547054018560;RT @AfDLindemann: #Grüne sind jetzt Kriegspartei. Gestern hat der Bundesparteitag der Grünen für Waffenlieferungen in fie #Ukraine gestimmt…;0.0
2022-10-17T15:02:43.000Z;['1582024313430896640'];1582024313430896640;RT @WokieWoke: Erst wenn der letzte Leistungsträger vertrieben, der letzte Deutsche umgevolkt und der letzte Kiez islamisiert worden ist, w…;-0.2732
2022-10-17T15:02:12.000Z;['1582024181382000643'];1582024181382000643;RT @SevimDagdelen: #SPD #Grüne #FDP erzählen von Menschenrechten, schicken #Bundeswehr in alle Welt unter dem  Deckmantel der Terrorbekämpf…;0.4019
2022-10-17T15:01:40.000Z;['1582024047382384641'];1582024047382384641;RT @porrporr: Danke @SP_Wien auf euch ist einfach immer Verlass. Vielleicht habt ihr es vergessen, aber ihr hattet zum Beginn der Energie-K…;0.6369
2022-10-17T15:01:05.000Z;['1582023902930182144'];1582023902930182144;RT @DrLuetke: #RicardaLang erklärt, dass Putins #Energiekrieg und nicht etwa verfehlte #grüne Politik am explodierenden #Strompreis schuld…;0.3695
2022-10-17T15:00:59.000Z;['1582023878338961408'];1582023878338961408;"@WarMonitor3 .@Bundeskanzler @spdde #SPD @ABaerbock @Die_Gruenen #Gruene @MAStrackZi  when will Mantis be delivered to #Ukraine?
Drones can be hit from a distance of 3-5km and multiple systems can protect larger areas

https://t.co/m7TezpppN3
https://t.co/encmZr2zuZ";Nan
2022-10-17T15:00:16.000Z;['1582023695471476736'];1582023695471476736;"RT @ashr61: SKANDAL: Warum wird uns verschwiegen! #CDU, #SPD, #FDP und #Grüne wollen Deutschland vernichten.
Anders ist es nicht zu erkläre…";-0.8452
2022-10-17T14:57:20.000Z;['1582022960025464835'];1582022960025464835;"Bundesparteiobmann Herbert #Kickl #FPÖ:
#Asylanten
39% der Tatverdächtigen
41,3% der Verurteilten
55,7 der neu Inhaftierten
sind AUSLÄNDER https://t.co/xIWqkUZyb1";-0.0258
2022-10-17T14:56:47.000Z;['1582022819533422592'];1582022819533422592;"@CSchwenniger Na, das hat Priorität: 86,2 % Wollen nicht so sein, wie @florianklenk @ArminWolf @KernChri 

Wobei i sagen muss, Christian Kern ist ein ausgezeichneter Politiker, der am falschen Platz, am falschen Ort war. Bei #SPÖ kannst du nur verdorben werden, wo heuchel an 1 stelle steht.😬";Nan
2022-10-17T14:55:35.000Z;['1582022517270917120'];1582022517270917120;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T14:55:10.000Z;['1582022411146645504'];1582022411146645504;RT @fundscene: Ampel wird am AKW-Streit nicht zerbrechen   #AKW #Atomkraftwerk #Deutschland #Emsland #FDP #grüne #IsarII #Neckarwestheim #R…;0.3412
2022-10-17T14:55:00.000Z;['1582022370344083457'];1582022370344083457;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T14:53:57.000Z;['1582022106333659137'];1582022106333659137;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T14:53:04.000Z;['1582021886690881536'];1582021886690881536;@FayadMulla Dabei gäbe es genügend Heimplätze in den #oevp geführten  Bundesländern. Die sträuben sich aber. Ausserdem lässt sich die Migrantenfrage auf diese Weise viel dramatischer darstellen, als sie ist. Stimmenfsng am rechten Rand auf Kosten der Ärmsten. Ekelhaft.;Nan
2022-10-17T14:53:04.000Z;['1582021883175702531'];1582021883175702531;RT @austrocom: Ich wundere mich ja warum die Bundes-#SPÖ unter Hans-Peter....sorry, Pamela Rendi-Wagner nicht längst die Absolute in den Um…;-0.0951
2022-10-17T14:52:17.000Z;['1582021688908079105'];1582021688908079105;RT @infokrieger47: #Grüne für Lastenausgleich!#Waffen!#Steuererhöhungen!/ #Nato  zeigt Kant... https://t.co/TwQuWF3Cnd via @YouTube;0.0
2022-10-17T14:52:00.000Z;['1582021616472842241'];1582021616472842241;#Grüne für Lastenausgleich!#Waffen!#Steuererhöhungen!/ #Nato  zeigt Kant... https://t.co/TwQuWF3Cnd via @YouTube;0.0
2022-10-17T14:51:46.000Z;['1582021555982577665'];1582021555982577665;"RT @ashr61: SKANDAL: Warum wird uns verschwiegen! #CDU, #SPD, #FDP und #Grüne wollen Deutschland vernichten.
Anders ist es nicht zu erkläre…";-0.8452
2022-10-17T14:51:06.000Z;['1582021390789902336'];1582021390789902336;RT @dressler_w: #Grüne für Lastenausgleich!#Waffen!#Steuererhöhungen!/ #Nato  zeigt Kant... https://t.co/wgnecXuPv5 via @YouTube;0.0
2022-10-17T14:50:55.000Z;['1582021345398833152'];1582021345398833152;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T14:50:55.000Z;['1582021342194384896'];1582021342194384896;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T14:50:45.000Z;['1582021300029075456'];1582021300029075456;RT @AfDLindemann: #Grüne sind jetzt Kriegspartei. Gestern hat der Bundesparteitag der Grünen für Waffenlieferungen in fie #Ukraine gestimmt…;0.0
2022-10-17T14:50:04.000Z;['1582021128624562178'];1582021128624562178;"RT @ashr61: SKANDAL: Warum wird uns verschwiegen! #CDU, #SPD, #FDP und #Grüne wollen Deutschland vernichten.
Anders ist es nicht zu erkläre…";-0.8452
2022-10-17T14:49:46.000Z;['1582021054008291329'];1582021054008291329;"RT @ashr61: SKANDAL: Warum wird uns verschwiegen! #CDU, #SPD, #FDP und #Grüne wollen Deutschland vernichten.
Anders ist es nicht zu erkläre…";-0.8452
2022-10-17T14:49:22.000Z;['1582020952656736260'];1582020952656736260;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T14:48:50.000Z;['1582020821307904000'];1582020821307904000;"@Bundeskanzler #Bundesregierung 
#fdp #grüne #spd 
Malt der Stift schon ? 😅
Bzw habt ihr etwa Angst vor dem Steuerzahler? 🤔🤔 https://t.co/ve7ULMRx5Q";-0.594
2022-10-17T14:48:10.000Z;['1582020649761275904'];1582020649761275904;"Fracking im Weinviertel: Die zweifelhafte Hoffnung auf heimisches Gas

#Grüne, #SPÖ und #Neos sicher dagegen. und die #öVP ist zu schwach das durchzusetzen  https://t.co/bEqi3kvb8h";0.34
2022-10-17T14:46:34.000Z;['1582020249876332546'];1582020249876332546;RT @Axel_Steier: 6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke f…;0.1531
2022-10-17T14:45:40.000Z;['1582020023127707652'];1582020023127707652;6 Jahre für @giz_gmbh gearbeitet, Hazara, Frau, verfolgt von Taliban – Aufnahme abgelehnt von der Bundesregierung. Danke für nichts, #SPD, #Gruene, #FDP!;0.2244
2022-10-17T14:44:09.000Z;['1582019641085689857'];1582019641085689857;RT @EckhardLietz1: #Vorstellbares Ergebnis von #Neuwahlen zum Bundestag: #Grüne sind nicht mehr Regierungspartei, #Scholz ist nicht mehr Mi…;0.0
2022-10-17T14:43:14.000Z;['1582019409245192192'];1582019409245192192;"RT @ashr61: SKANDAL: Warum wird uns verschwiegen! #CDU, #SPD, #FDP und #Grüne wollen Deutschland vernichten.
Anders ist es nicht zu erkläre…";-0.8452
2022-10-17T14:41:50.000Z;['1582019059041722369'];1582019059041722369;@bloiner @redridingcbr @lgewessler Zuerst allen ein E-Auto anraten und dann feststellen, dass der Strom nie reichen wird. Technisch gesehen ist es auch nicht intelligent eine immer gleich schwere Batterie mitzuführen. Typisch #Gruene;-0.7276
2022-10-17T14:40:02.000Z;['1582018606304743424'];1582018606304743424;"Ampel wird am AKW-Streit nicht zerbrechen   #AKW #Atomkraftwerk #Deutschland #Emsland #FDP #grüne #IsarII #Neckarwestheim #RicardaLang #SPD

https://t.co/eDcDPE8E9u";0.3412
2022-10-17T14:39:21.000Z;['1582018433197445120'];1582018433197445120;"@2022Leuchtfeuer @Alice_Weidel Gab neulich einen Lichtblitz im Weltall mit Materie- und Energieauswürfen bei 99,99% der Lichtgeschwindigkeit.
#Grüne schaffen 100%, das Weltall übt noch. https://t.co/hthwgTJ2ED";0.2732
2022-10-17T14:37:59.000Z;['1582018087184117761'];1582018087184117761;RT @AfDLindemann: Während wir in #Deutschland frieren und sparen sollen, hat unsere #SPD #Grüne #FDP Bundesregierung allein in den letzten…;0.25
2022-10-17T14:37:19.000Z;['1582017920951259136'];1582017920951259136;"Die Parteivorsitzende Ricarda Lang betonte: ""Weitere Zugeständnisse der FDP sind nicht möglich. Wir sind bereits über unseren eigenen Schatten gesprungen. Jetzt sind sie an der Reihe. Von einer Weiterführung des AKW Emsland kann auch nicht die Rede sein"".

#AKW #Grüne #FDP #Lang https://t.co/VBsB4yadcD";Nan
2022-10-17T14:35:53.000Z;['1582017562010824704'];1582017562010824704;"RT @ashr61: SKANDAL: Warum wird uns verschwiegen! #CDU, #SPD, #FDP und #Grüne wollen Deutschland vernichten.
Anders ist es nicht zu erkläre…";-0.8452
2022-10-17T14:35:39.000Z;['1582017500002193408'];1582017500002193408;RT @AfDLindemann: Während wir in #Deutschland frieren und sparen sollen, hat unsere #SPD #Grüne #FDP Bundesregierung allein in den letzten…;0.25
2022-10-17T14:34:53.000Z;['1582017309362728962'];1582017309362728962;"RT @BieneNie: #Gruene sind das Letzte
und mit ihnen die
#AmpelDesGrauens 🤮

#Doppelmoral in Lehrbuchmanier 😡";0.0
2022-10-17T14:33:34.000Z;['1582016976754397185'];1582016976754397185;RT @FuerstRoli: Frage zum Tage: haben sich die #gruenen schon zu dieser unwürdige „Zelt-Politik“ für #fluechtlinge der #oevp und Innenminis…;-0.3612
2022-10-17T14:32:41.000Z;['1582016753219309568'];1582016753219309568;RT @kuebelgruetze2: Herr #Habeck, Ihre Leistungen entsprechen nicht unseren Erwartungen. Sie sind gefeuert. Für Ihren weiteren Lebensweg wü…;-0.0258
2022-10-17T14:32:05.000Z;['1582016602278490112'];1582016602278490112;@RicardoLange4 #Grüne Beamt*Innen und #grüne Funktionär*Innen bekommen einen Termin binnen Stunden 🥰😍;0.0
2022-10-17T14:32:01.000Z;['1582016586835116033'];1582016586835116033;RT @FuerstRoli: Frage zum Tage: haben sich die #gruenen schon zu dieser unwürdige „Zelt-Politik“ für #fluechtlinge der #oevp und Innenminis…;-0.3612
2022-10-17T14:31:27.000Z;['1582016445357387776'];1582016445357387776;"@SolautSonja Ist sie auch! Aber auch #SPÖ, #FPÖ weiß, dass sie an stimmen verlieren werden, da führt kein weg vorbei! @SPOE_at wird &amp; bleibt weiterhin auf einer Strafbank sorry, (Ersatzbank). Wer will schon Reuelose Partei Wählen.😬
Silberstein-Affäre
Lucona-Affäre
Kindesmissbrauch-Affäre https://t.co/czxfUNEyc3";Nan
2022-10-17T14:30:11.000Z;['1582016125311004675'];1582016125311004675;"RT @ashr61: SKANDAL: Warum wird uns verschwiegen! #CDU, #SPD, #FDP und #Grüne wollen Deutschland vernichten.
Anders ist es nicht zu erkläre…";-0.8452
2022-10-17T14:29:49.000Z;['1582016035107938304'];1582016035107938304;RT @svazek: Und die #SPÖ beschäftigt sich damit, ob ein Zwinkern eventuell als Koalitionseinladung interpretiert werden kann😂;0.0
2022-10-17T14:27:31.000Z;['1582015454691749889'];1582015454691749889;"RT @Anschi48344952: Ich tausche @Die_Gruenen Deutschland gegen finnische #Gruene

https://t.co/mz8QWegkUv";0.0
2022-10-17T14:26:20.000Z;['1582015157567619075'];1582015157567619075;RT @DrLuetke: #RicardaLang erklärt, dass Putins #Energiekrieg und nicht etwa verfehlte #grüne Politik am explodierenden #Strompreis schuld…;0.3695
2022-10-17T14:24:25.000Z;['1582014676384485376'];1582014676384485376;RT @AfDLindemann: #Grüne sind jetzt Kriegspartei. Gestern hat der Bundesparteitag der Grünen für Waffenlieferungen in fie #Ukraine gestimmt…;0.0
2022-10-17T14:23:51.000Z;['1582014533404876803'];1582014533404876803;Danke @SP_Wien auf euch ist einfach immer Verlass. Vielleicht habt ihr es vergessen, aber ihr hattet zum Beginn der Energie-Krise die Weihnachtsdeko abgesagt. Danke für nix und gehts scheißn! #spoe https://t.co/IDlrpRdqPF;0.8122
2022-10-17T14:22:28.000Z;['1582014183368892416'];1582014183368892416;RT @ReginaSansibar: 27 Grad. Mitte Oktober. #Grüne Spitze lässt Jugend mit ihren Sorgen alleine. #Luetzerath ? Kann weg. Hauptsache, Minist…;0.4215
2022-10-17T14:20:25.000Z;['1582013667763441665'];1582013667763441665;RT @FuerstRoli: Frage zum Tage: haben sich die #gruenen schon zu dieser unwürdige „Zelt-Politik“ für #fluechtlinge der #oevp und Innenminis…;-0.3612
2022-10-17T14:18:46.000Z;['1582013253663662081'];1582013253663662081;RT @Kirche_an_Kante: Wunderbar kann in diesem Artikel nachvollzogen werden, worum es gestern bei der Abstimmung um das Abrissmoratorium für…;0.7096
2022-10-17T14:17:21.000Z;['1582012896422547459'];1582012896422547459;RT @Joe_Kicrows: @burschesvejk @exxpressat Unter der #Türkis/#FPÖ Regierung, hätte Herr #Kunasek schon Militär an die Grenz geschickt, um d…;0.4215
2022-10-17T14:16:56.000Z;['1582012790465650688'];1582012790465650688;@darioschramm Bloß keine kontroversen Meinungen, dagegen sind #Grüne allergisch! Das wissen wir doch! Und außerdem ist ARD ohnehin den Grünen unterstellt.;0.4497
2022-10-17T14:16:07.000Z;['1582012585200975872'];1582012585200975872;Zu viel Statistik für #FPÖ Insider https://t.co/UFNs4JnjZh;0.0
2022-10-17T14:15:30.000Z;['1582012428858294272'];1582012428858294272;"RT @HamidaKhatip: Die #Gruene Sekte macht Politik GEGEN uns Bürger
teure #Energie, irre,gefährliche #Aussenpolitik, #Krieg-sbeteiligung

50…";-0.0258
2022-10-17T14:15:15.000Z;['1582012369588264962'];1582012369588264962;RT @Joe_Kicrows: @burschesvejk @exxpressat Unter der #Türkis/#FPÖ Regierung, hätte Herr #Kunasek schon Militär an die Grenz geschickt, um d…;0.4215
2022-10-17T14:14:37.000Z;['1582012208933851136'];1582012208933851136;"Deutschland, Winter 2022/2023...? 😳
#GrünerMist #Grüne https://t.co/RlChQVGtz7";0.0
2022-10-17T14:13:54.000Z;['1582012029594140676'];1582012029594140676;@KosterIm @b_gabelle @rendiwagner @KernChri @WKogler Politisches Kalkül war der #spö #prw immer schon wichtiger als redliche Arbeit;0.4019
